시도,시군구,생년,RFID구분,축종,품종,마릿수
"충청남도","천안시","2014","인식표","개","코카 스파니엘",2
"충청남도","천안시","2014","내장형","개","코카 스파니엘",17
"충청남도","천안시","2014","외장형","개","토이 푸들",18
"충청남도","천안시","2014","인식표","개","토이 푸들",14
"충청남도","천안시","2014","내장형","개","토이 푸들",23
"충청남도","천안시","2014","인식표","개","퍼그",1
"충청남도","천안시","2014","내장형","개","퍼그",3
"충청남도","천안시","2014","외장형","개","페키니즈",7
"충청남도","천안시","2014","인식표","개","페키니즈",3
"충청남도","천안시","2016","내장형","개","셔틀랜드 쉽독",1
"충청남도","천안시","2016","내장형","개","셰퍼드",2
"충청남도","천안시","2016","외장형","개","슈나우져",1
"충청남도","천안시","2016","인식표","개","슈나우져",1
"충청남도","천안시","2016","내장형","개","슈나우져",7
"충청남도","천안시","2016","외장형","개","스탠다드 푸들",1
"충청남도","천안시","2016","내장형","개","스탠다드 푸들",6
"충청남도","천안시","2016","외장형","개","스피츠",24
"충청남도","천안시","2016","인식표","개","스피츠",11
"충청남도","천안시","2016","내장형","개","스피츠",56
"충청남도","천안시","2016","외장형","개","시바",3
"충청남도","천안시","2016","인식표","개","시바",2
"충청남도","천안시","2016","내장형","개","시바",18
"충청남도","천안시","2016","외장형","개","시베리안 허스키",1
"충청남도","천안시","2016","인식표","개","시베리안 허스키",1
"충청남도","천안시","2016","내장형","개","시베리안 허스키",3
"충청남도","천안시","2016","외장형","개","시츄",27
"충청남도","천안시","2016","인식표","개","시츄",21
"충청남도","천안시","2016","내장형","개","시츄",57
"충청남도","천안시","2016","외장형","개","실키테리어",1
"충청남도","천안시","2016","외장형","개","아메리칸 스태퍼드셔 테리어",1
"충청남도","천안시","2016","외장형","개","아메리칸 코카 스파니엘",3
"충청남도","천안시","2016","인식표","개","아메리칸 코카 스파니엘",1
"충청남도","천안시","2016","내장형","개","아메리칸 코카 스파니엘",1
"충청남도","천안시","2016","인식표","개","아메리칸 핏불 테리어",1
"충청남도","천안시","2016","내장형","개","아메리칸 핏불 테리어",1
"충청남도","천안시","2016","내장형","개","아키다",1
"충청남도","천안시","2016","내장형","개","알라스칸 말라뮤트",1
"충청남도","천안시","2016","내장형","개","오스트랄리안 셰퍼드 독",1
"충청남도","천안시","2016","외장형","개","올드 잉글리쉬 불독",4
"충청남도","천안시","2016","인식표","개","올드 잉글리쉬 불독",1
"충청남도","천안시","2016","내장형","개","올드 잉글리쉬 불독",3
"충청남도","천안시","2016","외장형","개","올드 잉글리쉬 쉽독",1
"충청남도","천안시","2014","내장형","개","페키니즈",8
"충청남도","천안시","2019","인식표","개","골든 리트리버",9
"충청남도","천안시","2019","내장형","개","골든 리트리버",39
"충청남도","천안시","2019","인식표","개","그레이 하운드",1
"충청남도","천안시","2019","인식표","개","그레이트 덴",1
"충청남도","천안시","2019","내장형","개","그레이트 덴",1
"충청남도","천안시","2019","외장형","개","기타",13
"충청남도","천안시","2019","인식표","개","기타",2
"충청남도","천안시","2019","내장형","개","기타",7
"충청남도","천안시","2019","외장형","개","꼬똥 드 뚤레아",2
"충청남도","천안시","2019","인식표","개","꼬똥 드 뚤레아",4
"충청남도","천안시","2019","내장형","개","꼬똥 드 뚤레아",5
"충청남도","천안시","2019","외장형","개","닥스훈트",14
"충청남도","천안시","2019","인식표","개","닥스훈트",12
"충청남도","천안시","2019","내장형","개","닥스훈트",26
"충청남도","천안시","2019","내장형","개","달마시안",2
"충청남도","천안시","2019","인식표","개","도고 까니리오",1
"충청남도","천안시","2019","내장형","개","도고 아르젠티노",1
"충청남도","천안시","2019","외장형","개","도베르만",3
"충청남도","천안시","2019","인식표","개","도베르만",2
"충청남도","천안시","2019","내장형","개","도베르만",4
"충청남도","천안시","2019","외장형","개","동경견",3
"충청남도","천안시","2019","외장형","개","라브라도 리트리버",9
"충청남도","천안시","2019","인식표","개","라브라도 리트리버",9
"충청남도","천안시","2019","내장형","개","라브라도 리트리버",27
"충청남도","천안시","2019","외장형","개","라이카",9
"충청남도","천안시","2019","인식표","개","라이카",1
"충청남도","천안시","2019","내장형","개","라이카",2
"충청남도","천안시","2019","외장형","개","로트와일러",1
"충청남도","천안시","2019","내장형","개","마리노이즈",3
"충청남도","천안시","2019","내장형","개","말라뮤트",3
"충청남도","천안시","2019","외장형","개","말티즈",122
"충청남도","천안시","2019","인식표","개","말티즈",83
"충청남도","천안시","2019","내장형","개","말티즈",242
"충청남도","천안시","2019","외장형","개","미니어쳐 슈나우저",3
"충청남도","천안시","2019","외장형","개","미니어쳐 푸들",15
"충청남도","천안시","2019","인식표","개","미니어쳐 푸들",4
"충청남도","천안시","2019","내장형","개","미니어쳐 푸들",3
"충청남도","천안시","2019","외장형","개","미니어쳐 핀셔",3
"충청남도","천안시","2019","내장형","개","미니어쳐 핀셔",2
"충청남도","천안시","2019","외장형","개","미디엄 푸들",4
"충청남도","천안시","2019","인식표","개","미디엄 푸들",1
"충청남도","천안시","2019","내장형","개","미텔 스피츠",1
"충청남도","천안시","2019","외장형","개","믹스견",142
"충청남도","천안시","2019","인식표","개","믹스견",87
"충청남도","천안시","2019","내장형","개","믹스견",318
"충청남도","천안시","2019","인식표","개","베들링턴 테리어",2
"충청남도","천안시","2019","내장형","개","베들링턴 테리어",6
"충청남도","천안시","2019","내장형","개","벨기에 쉽독",1
"충청남도","천안시","2019","외장형","개","보더 콜리",6
"충청남도","천안시","2019","인식표","개","보더 콜리",3
"충청남도","천안시","2019","내장형","개","보더 콜리",12
"충청남도","천안시","2016","내장형","개","올드 잉글리쉬 쉽독",1
"충청남도","천안시","2016","내장형","개","와이어 폭스 테리어",1
"충청남도","천안시","2016","외장형","개","요크셔 테리어",21
"충청남도","천안시","2016","인식표","개","요크셔 테리어",12
"충청남도","천안시","2016","내장형","개","요크셔 테리어",44
"충청남도","천안시","2016","외장형","개","웰시 코기 카디건",2
"충청남도","천안시","2016","내장형","개","웰시 코기 카디건",2
"충청남도","천안시","2016","외장형","개","웰시 코기 펨브로크",11
"충청남도","천안시","2016","인식표","개","웰시 코기 펨브로크",6
"충청남도","천안시","2016","내장형","개","웰시 코기 펨브로크",39
"충청남도","천안시","2016","인식표","개","웰시 테리어",1
"충청남도","천안시","2016","외장형","개","이탈리안 그레이 하운드",1
"충청남도","천안시","2016","인식표","개","이탈리안 그레이 하운드",1
"충청남도","천안시","2016","내장형","개","이탈리안 그레이 하운드",5
"충청남도","천안시","2016","내장형","개","잉글리쉬 코카 스파니엘",2
"충청남도","천안시","2016","외장형","개","재패니즈 스피츠",3
"충청남도","천안시","2016","인식표","개","재패니즈 스피츠",2
"충청남도","천안시","2020","인식표","개","셰퍼드",1
"충청남도","천안시","2020","내장형","개","셰퍼드",2
"충청남도","천안시","2020","외장형","개","슈나우져",1
"충청남도","천안시","2020","인식표","개","스탠다드 푸들",2
"충청남도","천안시","2020","내장형","개","스탠다드 푸들",1
"충청남도","천안시","2020","외장형","개","스피츠",2
"충청남도","천안시","2020","인식표","개","스피츠",3
"충청남도","천안시","2020","내장형","개","스피츠",14
"충청남도","천안시","2020","외장형","개","시바",24
"충청남도","천안시","2020","인식표","개","시바",11
"충청남도","천안시","2020","내장형","개","시바",42
"충청남도","천안시","2020","외장형","개","시베리안 허스키",4
"충청남도","천안시","2020","인식표","개","시베리안 허스키",2
"충청남도","천안시","2020","내장형","개","시베리안 허스키",20
"충청남도","천안시","2020","외장형","개","시츄",15
"충청남도","천안시","2020","인식표","개","시츄",8
"충청남도","천안시","2020","내장형","개","시츄",28
"충청남도","천안시","2020","내장형","개","아메리칸 아키다",1
"충청남도","천안시","2020","외장형","개","아메리칸 코카 스파니엘",2
"충청남도","천안시","2020","내장형","개","아메리칸 핏불 테리어",2
"충청남도","천안시","2020","인식표","개","아메리칸불리",1
"충청남도","천안시","2020","내장형","개","아메리칸불리",1
"충청남도","천안시","2020","내장형","개","아키다",1
"충청남도","천안시","2020","내장형","개","오스트랄리안 캐틀 독",2
"충청남도","천안시","2020","외장형","개","올드 잉글리쉬 불독",10
"충청남도","천안시","2020","내장형","개","올드 잉글리쉬 불독",2
"충청남도","천안시","2020","외장형","개","올드 잉글리쉬 쉽독",2
"충청남도","천안시","2020","내장형","개","올드 잉글리쉬 쉽독",5
"충청남도","천안시","2020","외장형","개","요크셔 테리어",13
"충청남도","천안시","2020","인식표","개","요크셔 테리어",4
"충청남도","천안시","2020","내장형","개","요크셔 테리어",16
"충청남도","천안시","2020","내장형","개","울프독",1
"충청남도","천안시","2020","외장형","개","웰시 코기 카디건",5
"충청남도","천안시","2020","내장형","개","웰시 코기 카디건",4
"충청남도","천안시","2020","외장형","개","웰시 코기 펨브로크",16
"충청남도","천안시","2020","인식표","개","웰시 코기 펨브로크",2
"충청남도","천안시","2020","내장형","개","웰시 코기 펨브로크",23
"충청남도","천안시","2020","외장형","개","이탈리안 그레이 하운드",7
"충청남도","천안시","2020","인식표","개","이탈리안 그레이 하운드",3
"충청남도","천안시","2020","내장형","개","이탈리안 그레이 하운드",11
"충청남도","천안시","2020","외장형","개","잭 러셀 테리어",2
"충청남도","천안시","2020","내장형","개","저먼 포인터",1
"충청남도","천안시","2020","외장형","개","진도견",32
"충청남도","천안시","2020","인식표","개","진도견",8
"충청남도","천안시","2020","내장형","개","진도견",54
"충청남도","천안시","2020","외장형","개","차우차우",3
"충청남도","천안시","2020","인식표","개","차우차우",1
"충청남도","천안시","2020","내장형","개","차우차우",2
"충청남도","천안시","2020","외장형","개","치와와",45
"충청남도","천안시","2020","인식표","개","치와와",14
"충청남도","천안시","2014","내장형","개","페터데일테리어",1
"충청남도","천안시","2014","외장형","개","포메라니안",97
"충청남도","천안시","2014","인식표","개","포메라니안",27
"충청남도","천안시","2014","내장형","개","포메라니안",139
"충청남도","천안시","2014","인식표","개","폭스테리어",1
"충청남도","천안시","2014","외장형","개","푸들",128
"충청남도","천안시","2014","인식표","개","푸들",70
"충청남도","천안시","2014","내장형","개","푸들",228
"충청남도","천안시","2014","외장형","개","풍산견",4
"충청남도","천안시","2014","인식표","개","풍산견",1
"충청남도","천안시","2014","내장형","개","풍산견",2
"충청남도","천안시","2014","내장형","개","프레사까나리오",2
"충청남도","천안시","2014","외장형","개","프렌치 불독",6
"충청남도","천안시","2014","인식표","개","프렌치 불독",2
"충청남도","천안시","2014","내장형","개","프렌치 불독",8
"충청남도","천안시","2014","외장형","개","핏불테리어",1
"충청남도","천안시","2014","내장형","개","휘펫",1
"충청남도","천안시","2015","외장형","개","골든 리트리버",3
"충청남도","천안시","2015","인식표","개","골든 리트리버",7
"충청남도","천안시","2015","내장형","개","골든 리트리버",15
"충청남도","천안시","2015","내장형","개","그레이트 덴",2
"충청남도","천안시","2015","외장형","개","기타",2
"충청남도","천안시","2015","인식표","개","기타",2
"충청남도","천안시","2015","내장형","개","기타",4
"충청남도","천안시","2015","외장형","개","꼬똥 드 뚤레아",1
"충청남도","천안시","2015","외장형","개","닥스훈트",21
"충청남도","천안시","2015","인식표","개","닥스훈트",7
"충청남도","천안시","2015","내장형","개","닥스훈트",34
"충청남도","천안시","2015","외장형","개","달마시안",1
"충청남도","천안시","2015","내장형","개","도사",1
"충청남도","천안시","2015","외장형","개","라브라도 리트리버",12
"충청남도","천안시","2015","인식표","개","라브라도 리트리버",3
"충청남도","천안시","2015","내장형","개","라브라도 리트리버",11
"충청남도","천안시","2015","외장형","개","로디지안 리즈백 ",2
"충청남도","천안시","2015","외장형","개","로트와일러",1
"충청남도","천안시","2015","내장형","개","로트와일러",1
"충청남도","천안시","2015","인식표","개","말라뮤트",1
"충청남도","천안시","2015","내장형","개","말라뮤트",4
"충청남도","천안시","2015","외장형","개","말티즈",206
"충청남도","천안시","2015","인식표","개","말티즈",105
"충청남도","천안시","2015","내장형","개","말티즈",321
"충청남도","천안시","2015","외장형","개","미니어쳐 슈나우저",2
"충청남도","천안시","2015","외장형","개","미니어쳐 푸들",4
"충청남도","천안시","2015","인식표","개","미니어쳐 푸들",2
"충청남도","천안시","2015","내장형","개","미니어쳐 푸들",5
"충청남도","천안시","2015","외장형","개","미니어쳐 핀셔",8
"충청남도","천안시","2016","내장형","개","재패니즈 스피츠",1
"충청남도","천안시","2016","인식표","개","잭 러셀 테리어",1
"충청남도","천안시","2016","내장형","개","잭 러셀 테리어",1
"충청남도","천안시","2016","외장형","개","저먼 와이어헤어드 포인터",1
"충청남도","천안시","2016","외장형","개","제페니즈칭",1
"충청남도","천안시","2016","외장형","개","진도견",28
"충청남도","천안시","2016","인식표","개","진도견",20
"충청남도","천안시","2016","내장형","개","진도견",36
"충청남도","천안시","2016","내장형","개","차우차우",2
"충청남도","천안시","2016","외장형","개","치와와",36
"충청남도","천안시","2016","인식표","개","치와와",34
"충청남도","천안시","2016","내장형","개","치와와",95
"충청남도","천안시","2016","인식표","개","카네 코르소",4
"충청남도","천안시","2016","내장형","개","카네 코르소",4
"충청남도","천안시","2016","내장형","개","캐벌리어 킹 찰스 스파니엘",1
"충청남도","천안시","2016","외장형","개","코카 스파니엘",6
"충청남도","천안시","2016","인식표","개","코카 스파니엘",5
"충청남도","천안시","2016","내장형","개","코카 스파니엘",9
"충청남도","천안시","2016","인식표","개","코카 푸",1
"충청남도","천안시","2016","인식표","개","콜리",1
"충청남도","천안시","2016","외장형","개","토이 푸들",18
"충청남도","천안시","2016","인식표","개","토이 푸들",10
"충청남도","천안시","2016","내장형","개","토이 푸들",28
"충청남도","천안시","2016","인식표","개","티베탄 마스티프",2
"충청남도","천안시","2016","외장형","개","퍼그",5
"충청남도","천안시","2016","인식표","개","퍼그",1
"충청남도","천안시","2016","내장형","개","퍼그",6
"충청남도","천안시","2016","외장형","개","페키니즈",5
"충청남도","천안시","2016","인식표","개","페키니즈",5
"충청남도","천안시","2016","내장형","개","페키니즈",7
"충청남도","천안시","2016","외장형","개","포메라니안",105
"충청남도","천안시","2016","인식표","개","포메라니안",53
"충청남도","천안시","2016","내장형","개","포메라니안",211
"충청남도","천안시","2016","인식표","개","포인터",1
"충청남도","천안시","2016","외장형","개","푸들",145
"충청남도","천안시","2016","인식표","개","푸들",89
"충청남도","천안시","2016","내장형","개","푸들",330
"충청남도","천안시","2016","외장형","개","풍산견",2
"충청남도","천안시","2016","인식표","개","풍산견",6
"충청남도","천안시","2016","내장형","개","풍산견",3
"충청남도","천안시","2016","외장형","개","프렌치 불독",12
"충청남도","천안시","2016","인식표","개","프렌치 불독",5
"충청남도","천안시","2016","내장형","개","프렌치 불독",18
"충청남도","천안시","2016","내장형","개","핏불테리어",1
"충청남도","천안시","2016","외장형","개","휘펫",1
"충청남도","천안시","2016","내장형","개","휘펫",3
"충청남도","천안시","2020","내장형","개","치와와",50
"충청남도","천안시","2020","외장형","개","카네 코르소",1
"충청남도","천안시","2020","내장형","개","캐벌리어 킹 찰스 스파니엘",1
"충청남도","천안시","2020","외장형","개","코카 스파니엘",1
"충청남도","천안시","2020","인식표","개","코카 스파니엘",1
"충청남도","천안시","2020","내장형","개","코카 스파니엘",4
"충청남도","천안시","2020","내장형","개","코카 푸",1
"충청남도","천안시","2020","외장형","개","코카시안오브차카",1
"충청남도","천안시","2020","외장형","개","콜리",1
"충청남도","천안시","2020","내장형","개","콜리",1
"충청남도","천안시","2020","외장형","개","토이 푸들",36
"충청남도","천안시","2020","인식표","개","토이 푸들",29
"충청남도","천안시","2020","내장형","개","토이 푸들",34
"충청남도","천안시","2020","외장형","개","퍼그",5
"충청남도","천안시","2020","인식표","개","퍼그",2
"충청남도","천안시","2020","내장형","개","퍼그",3
"충청남도","천안시","2020","외장형","개","페키니즈",1
"충청남도","천안시","2020","인식표","개","페키니즈",4
"충청남도","천안시","2020","내장형","개","페키니즈",4
"충청남도","천안시","2020","외장형","개","포메라니안",153
"충청남도","천안시","2020","인식표","개","포메라니안",42
"충청남도","천안시","2020","내장형","개","포메라니안",212
"충청남도","천안시","2020","인식표","개","폭스테리어",1
"충청남도","천안시","2020","내장형","개","폭스테리어",2
"충청남도","천안시","2020","외장형","개","푸들",101
"충청남도","천안시","2020","인식표","개","푸들",26
"충청남도","천안시","2020","내장형","개","푸들",236
"충청남도","천안시","2020","외장형","개","풍산견",1
"충청남도","천안시","2020","내장형","개","풍산견",5
"충청남도","천안시","2020","외장형","개","프렌치 불독",18
"충청남도","천안시","2020","인식표","개","프렌치 불독",11
"충청남도","천안시","2020","내장형","개","프렌치 불독",37
"충청남도","천안시","2020","내장형","개","피레니안 마운틴 독",1
"충청남도","천안시","2020","외장형","개","휘펫",2
"충청남도","천안시","2020","내장형","개","휘펫",1
"충청남도","천안시","2020","외장형","개"," ",1
"충청남도","천안시","2003","외장형","개","푸들",10
"충청남도","천안시","2003","내장형","개","푸들",1
"충청남도","천안시","2004","외장형","개","닥스훈트",2
"충청남도","천안시","2004","내장형","개","라브라도 리트리버",1
"충청남도","천안시","2004","외장형","개","말티즈",54
"충청남도","천안시","2004","인식표","개","말티즈",7
"충청남도","천안시","2004","내장형","개","말티즈",28
"충청남도","천안시","2004","외장형","개","미니어쳐 슈나우저",1
"충청남도","천안시","2004","내장형","개","미니어쳐 슈나우저",2
"충청남도","천안시","2004","내장형","개","미니어쳐 푸들",1
"충청남도","천안시","2004","외장형","개","미니어쳐 핀셔",6
"충청남도","천안시","2004","인식표","개","미니어쳐 핀셔",2
"충청남도","천안시","2004","내장형","개","미니어쳐 핀셔",2
"충청남도","천안시","2004","외장형","개","믹스견",21
"충청남도","천안시","2004","인식표","개","믹스견",3
"충청남도","천안시","2004","내장형","개","믹스견",11
"충청남도","천안시","2004","외장형","개","비글",2
"충청남도","천안시","2004","외장형","개","비숑 프리제",1
"충청남도","천안시","2004","내장형","개","비숑 프리제",2
"충청남도","천안시","2004","외장형","개","빠삐용",1
"충청남도","천안시","2004","외장형","개","슈나우져",9
"충청남도","천안시","2004","인식표","개","슈나우져",2
"충청남도","천안시","2004","내장형","개","슈나우져",2
"충청남도","천안시","2004","외장형","개","시츄",49
"충청남도","천안시","2004","인식표","개","시츄",7
"충청남도","천안시","2004","내장형","개","시츄",11
"충청남도","천안시","2004","외장형","개","실키테리어",1
"충청남도","천안시","2004","외장형","개","아메리칸 코카 스파니엘",2
"충청남도","천안시","2004","내장형","개","아메리칸 코카 스파니엘",1
"충청남도","천안시","2004","외장형","개","올드 잉글리쉬 쉽독",1
"충청남도","천안시","2004","외장형","개","요크셔 테리어",27
"충청남도","천안시","2004","인식표","개","요크셔 테리어",3
"충청남도","천안시","2004","내장형","개","요크셔 테리어",6
"충청남도","천안시","2004","외장형","개","잉글리쉬 코카 스파니엘",2
"충청남도","천안시","2004","내장형","개","잉글리쉬 코카 스파니엘",1
"충청남도","천안시","2004","외장형","개","제페니즈칭",1
"충청남도","천안시","2004","외장형","개","진도견",2
"충청남도","천안시","2004","인식표","개","진도견",2
"충청남도","천안시","2004","내장형","개","진도견",1
"충청남도","천안시","2004","외장형","개","치와와",1
"충청남도","천안시","2004","인식표","개","치와와",3
"충청남도","천안시","2004","외장형","개","코카 스파니엘",6
"충청남도","천안시","2004","내장형","개","코카 스파니엘",1
"충청남도","천안시","2004","외장형","개","토이 푸들",1
"충청남도","천안시","2004","내장형","개","토이 푸들",1
"충청남도","천안시","2004","외장형","개","퍼그",1
"충청남도","천안시","2004","외장형","개","페키니즈",3
"충청남도","천안시","2004","내장형","개","페키니즈",4
"충청남도","천안시","2004","외장형","개","포메라니안",1
"충청남도","천안시","2004","내장형","개","포메라니안",1
"충청남도","천안시","2017","외장형","개","골든 리트리버",11
"충청남도","천안시","2017","인식표","개","골든 리트리버",6
"충청남도","천안시","2017","내장형","개","골든 리트리버",22
"충청남도","천안시","2017","인식표","개","그레이 하운드",4
"충청남도","천안시","2017","인식표","개","그레이트 덴",1
"충청남도","천안시","2017","인식표","개","그레이트 피레니즈",1
"충청남도","천안시","2017","내장형","개","그레이트 피레니즈",1
"충청남도","천안시","2017","외장형","개","기타",6
"충청남도","천안시","2017","인식표","개","기타",2
"충청남도","천안시","2017","내장형","개","기타",14
"충청남도","천안시","2017","외장형","개","꼬똥 드 뚤레아",1
"충청남도","천안시","2017","인식표","개","꼬똥 드 뚤레아",1
"충청남도","천안시","2017","내장형","개","꼬똥 드 뚤레아",2
"충청남도","천안시","2017","외장형","개","닥스훈트",28
"충청남도","천안시","2017","인식표","개","닥스훈트",13
"충청남도","천안시","2017","내장형","개","닥스훈트",41
"충청남도","천안시","2017","외장형","개","달마시안",1
"충청남도","천안시","2017","외장형","개","도베르만",1
"충청남도","천안시","2017","인식표","개","도베르만",3
"충청남도","천안시","2004","외장형","개","푸들",8
"충청남도","천안시","2004","인식표","개","푸들",2
"충청남도","천안시","2004","내장형","개","푸들",3
"충청남도","천안시","2004","외장형","개","프렌치 불독",1
"충청남도","천안시","2005","외장형","개","닥스훈트",3
"충청남도","천안시","2005","내장형","개","닥스훈트",1
"충청남도","천안시","2005","외장형","개","말티즈",69
"충청남도","천안시","2005","인식표","개","말티즈",6
"충청남도","천안시","2005","내장형","개","말티즈",30
"충청남도","천안시","2005","외장형","개","미니어쳐 슈나우저",6
"충청남도","천안시","2005","외장형","개","미니어쳐 핀셔",4
"충청남도","천안시","2005","인식표","개","미니어쳐 핀셔",1
"충청남도","천안시","2005","내장형","개","미니어쳐 핀셔",5
"충청남도","천안시","2005","외장형","개","믹스견",20
"충청남도","천안시","2005","인식표","개","믹스견",2
"충청남도","천안시","2005","내장형","개","믹스견",5
"충청남도","천안시","2005","외장형","개","베들링턴 테리어",1
"충청남도","천안시","2005","외장형","개","비글",1
"충청남도","천안시","2005","외장형","개","비숑 프리제",3
"충청남도","천안시","2005","외장형","개","빠삐용",3
"충청남도","천안시","2005","내장형","개","삽살개",1
"충청남도","천안시","2005","외장형","개","셰퍼드",2
"충청남도","천안시","2005","외장형","개","슈나우져",12
"충청남도","천안시","2005","인식표","개","슈나우져",2
"충청남도","천안시","2005","내장형","개","슈나우져",2
"충청남도","천안시","2005","외장형","개","스코티쉬 테리어",1
"충청남도","천안시","2005","인식표","개","스탠다드 푸들",1
"충청남도","천안시","2005","외장형","개","스피츠",1
"충청남도","천안시","2005","외장형","개","시츄",36
"충청남도","천안시","2005","인식표","개","시츄",9
"충청남도","천안시","2005","내장형","개","시츄",16
"충청남도","천안시","2005","외장형","개","알라스칸 말라뮤트",1
"충청남도","천안시","2005","외장형","개","요크셔 테리어",33
"충청남도","천안시","2005","인식표","개","요크셔 테리어",3
"충청남도","천안시","2005","내장형","개","요크셔 테리어",10
"충청남도","천안시","2005","외장형","개","제페니즈칭",1
"충청남도","천안시","2005","외장형","개","진도견",1
"충청남도","천안시","2005","인식표","개","진도견",1
"충청남도","천안시","2005","외장형","개","치와와",5
"충청남도","천안시","2005","인식표","개","치와와",1
"충청남도","천안시","2005","내장형","개","치와와",1
"충청남도","천안시","2005","외장형","개","코카 스파니엘",8
"충청남도","천안시","2005","내장형","개","코카 스파니엘",2
"충청남도","천안시","2017","내장형","개","도베르만",4
"충청남도","천안시","2017","외장형","개","동경견",1
"충청남도","천안시","2017","외장형","개","라브라도 리트리버",11
"충청남도","천안시","2017","인식표","개","라브라도 리트리버",6
"충청남도","천안시","2017","내장형","개","라브라도 리트리버",25
"충청남도","천안시","2017","외장형","개","라이카",6
"충청남도","천안시","2017","내장형","개","라이카",1
"충청남도","천안시","2017","내장형","개","마스티프",1
"충청남도","천안시","2017","인식표","개","말라뮤트",2
"충청남도","천안시","2017","내장형","개","말라뮤트",4
"충청남도","천안시","2017","외장형","개","말티즈",175
"충청남도","천안시","2017","인식표","개","말티즈",115
"충청남도","천안시","2017","내장형","개","말티즈",350
"충청남도","천안시","2017","내장형","개","미니어쳐 닥스훈트",1
"충청남도","천안시","2017","외장형","개","미니어쳐 슈나우저",3
"충청남도","천안시","2017","내장형","개","미니어쳐 슈나우저",1
"충청남도","천안시","2017","외장형","개","미니어쳐 푸들",8
"충청남도","천안시","2017","인식표","개","미니어쳐 푸들",4
"충청남도","천안시","2017","내장형","개","미니어쳐 푸들",6
"충청남도","천안시","2017","외장형","개","미니어쳐 핀셔",7
"충청남도","천안시","2017","인식표","개","미니어쳐 핀셔",4
"충청남도","천안시","2017","내장형","개","미니어쳐 핀셔",12
"충청남도","천안시","2017","외장형","개","미디엄 푸들",2
"충청남도","천안시","2017","인식표","개","미디엄 푸들",4
"충청남도","천안시","2021","외장형","개","골든 리트리버",41
"충청남도","천안시","2021","내장형","개","골든 리트리버",20
"충청남도","천안시","2021","내장형","개","그레이 하운드",1
"충청남도","천안시","2021","외장형","개","그레이트 덴",1
"충청남도","천안시","2021","외장형","개","기타",66
"충청남도","천안시","2021","내장형","개","기타",5
"충청남도","천안시","2021","외장형","개","꼬똥 드 뚤레아",1
"충청남도","천안시","2021","내장형","개","꼬똥 드 뚤레아",3
"충청남도","천안시","2021","외장형","개","닥스훈트",36
"충청남도","천안시","2021","내장형","개","닥스훈트",8
"충청남도","천안시","2021","외장형","개","도베르만",5
"충청남도","천안시","2021","내장형","개","도베르만",2
"충청남도","천안시","2021","외장형","개","동경견",2
"충청남도","천안시","2021","외장형","개","라브라도 리트리버",20
"충청남도","천안시","2021","내장형","개","라브라도 리트리버",22
"충청남도","천안시","2021","내장형","개","라사 압소",2
"충청남도","천안시","2021","내장형","개","라이카",1
"충청남도","천안시","2021","내장형","개","로트와일러",2
"충청남도","천안시","2021","외장형","개","마리노이즈",1
"충청남도","천안시","2021","내장형","개","마리노이즈",3
"충청남도","천안시","2021","외장형","개","마스티프",2
"충청남도","천안시","2021","외장형","개","말라뮤트",5
"충청남도","천안시","2021","내장형","개","말라뮤트",1
"충청남도","천안시","2021","외장형","개","말티즈",200
"충청남도","천안시","2021","내장형","개","말티즈",108
"충청남도","천안시","2021","외장형","개","미니어쳐 닥스훈트",1
"충청남도","천안시","2021","외장형","개","미니어쳐 슈나우저",2
"충청남도","천안시","2021","내장형","개","미니어쳐 슈나우저",1
"충청남도","천안시","2021","외장형","개","미니어쳐 푸들",16
"충청남도","천안시","2021","내장형","개","미니어쳐 푸들",2
"충청남도","천안시","2021","외장형","개","미니어쳐 핀셔",3
"충청남도","천안시","2021","내장형","개","미니어쳐 핀셔",1
"충청남도","천안시","2021","외장형","개","미디엄 푸들",2
"충청남도","천안시","2021","외장형","개","믹스견",489
"충청남도","천안시","2021","내장형","개","믹스견",428
"충청남도","천안시","2021","외장형","개","버니즈 마운틴 독",1
"충청남도","천안시","2021","외장형","개","베들링턴 테리어",5
"충청남도","천안시","2021","내장형","개","베들링턴 테리어",2
"충청남도","천안시","2021","외장형","개","보더 콜리",21
"충청남도","천안시","2021","내장형","개","보더 콜리",19
"충청남도","천안시","2021","외장형","개","보스턴 테리어",2
"충청남도","천안시","2021","내장형","개","보스턴 테리어",2
"충청남도","천안시","2021","외장형","개","불 테리어",1
"충청남도","천안시","2021","외장형","개","불독",1
"충청남도","천안시","2021","외장형","개","비글",4
"충청남도","천안시","2021","내장형","개","비글",3
"충청남도","천안시","2021","외장형","개","비숑 프리제",325
"충청남도","천안시","2021","내장형","개","비숑 프리제",133
"충청남도","천안시","2005","외장형","개","퍼그",2
"충청남도","천안시","2005","외장형","개","페키니즈",4
"충청남도","천안시","2005","내장형","개","페키니즈",1
"충청남도","천안시","2005","외장형","개","포메라니안",5
"충청남도","천안시","2005","내장형","개","포메라니안",2
"충청남도","천안시","2005","외장형","개","푸들",9
"충청남도","천안시","2005","인식표","개","푸들",1
"충청남도","천안시","2005","내장형","개","푸들",6
"충청남도","천안시","2005","내장형","개","풍산견",1
"충청남도","천안시","2005","외장형","개","화이트테리어",1
"충청남도","천안시","2006","외장형","개","닥스훈트",7
"충청남도","천안시","2006","내장형","개","라브라도 리트리버",1
"충청남도","천안시","2006","외장형","개","마리노이즈",1
